OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,SalePrice
6,848,2,848,848,1,4,2003,2003,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,140000
4,968,1,656,968,2,5,1927,2007,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,FA,FA,Y,WD,NORMAL,64500
6,1252,2,1252,1252,1,7,1959,1959,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,STONE,GD,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,142000
5,1078,2,1078,1078,1,6,1971,2008,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,FA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,149900
5,894,1,894,894,1,5,1962,1962,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,POSN,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,GD,N,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,109500
6,1511,2,802,802,2,8,1997,1997,RL,PAVE,IR1,HLS,ALLPUB,FR2,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,185000
5,1768,1,731,981,1,7,1937,1950,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,FEEDR,NORM,1FAM,1.5FIN,GABLE,COMPSHG,BRKFACE,TA,TA,BRKTIL,GD,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,DETCHD,UNF,TA,TA,Y,WD,NORMAL,175000
6,1092,1,525,525,1,6,1971,1971,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,FAMILY,88000
7,1248,2,1248,1248,2,5,2005,2006,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,167240
7,2418,3,1311,1325,2,9,1993,1994,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,341000
10,2007,3,1017,1026,2,10,2008,2008,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,STONE,EX,TA,PCONC,EX,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,EX,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,310000
3,1040,2,0,1040,2,6,1950,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,DUPLEX,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,NAN,NAN,NAN,NAN,NAN,GASA,GD,N,FUSEF,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,93500
4,605,0,528,605,1,5,1920,2002,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,MN,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,N,WD,NORMAL,86000
4,1152,0,0,1152,2,6,1955,1955,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,DUPLEX,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,NAN,NAN,NAN,NAN,NAN,GASA,TA,N,FUSEP,FA,TYP,NAN,NAN,NAN,NAN,NAN,N,WD,ADJLAND,82000
6,1656,2,1080,1656,1,7,1960,1960,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,STONE,TA,TA,CBLOCK,TA,GD,GD,BLQ,UNF,GASA,FA,Y,SBRKR,TA,TYP,GD,ATTCHD,FIN,TA,TA,P,WD,NORMAL,215000
7,2340,1,1152,1188,2,9,1941,2006,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,EX,GD,STONE,TA,GD,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,266500
5,1167,2,915,1167,1,6,1920,1950,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,FA,BRKTIL,TA,TA,NO,BLQ,UNF,GASA,TA,Y,SBRKR,TA,MAJ1,GD,DETCHD,UNF,TA,TA,Y,WD,NORMAL,144000
6,1158,1,862,950,1,5,1929,1950,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,GD,BUILTIN,RFN,TA,TA,Y,WD,NORMAL,120000
7,1426,1,912,912,1,7,1918,1998,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,GD,TA,BRKTIL,TA,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,GD,TYP,GD,DETCHD,UNF,TA,TA,Y,WD,NORMAL,189950
4,630,0,630,630,1,3,1972,1972,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,SFOYER,GABLE,COMPSHG,NAN,TA,GD,CBLOCK,GD,TA,AV,ALQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,Y,WD,NORMAL,81000
5,1734,2,0,1302,2,8,1977,1977,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,DUPLEX,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,NAN,NAN,NAN,NAN,NAN,GASA,TA,Y,SBRKR,GD,TYP,NAN,ATTCHD,UNF,TA,TA,Y,COD,NORMAL,126000
8,2610,2,1184,1184,2,11,2007,2007,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,BUILTIN,FIN,TA,TA,Y,NEW,PARTIAL,303477
7,2263,2,795,1468,2,9,1977,1994,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,POSA,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,FA,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,235000
7,1302,2,1302,1302,2,6,2007,2007,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,176485
6,1026,2,940,1026,1,5,1978,1978,RL,PAVE,IR1,LOW,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,GD,GD,GLQ,LWQ,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,FA,Y,WD,NORMAL,147000
8,1742,2,1742,1742,2,5,1985,1985,RL,PAVE,IR1,LOW,ALLPUB,CULDSAC,MOD,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,GD,GLQ,UNF,GASA,TA,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,275000
5,980,2,980,980,1,6,1977,1977,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,135000
8,1968,3,774,774,2,8,2009,2010,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,EX,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,BUILTIN,FIN,TA,TA,Y,NEW,PARTIAL,269500
6,1212,2,1212,1212,2,6,2009,2009,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,MN,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,186000
8,1588,3,1588,1588,2,7,2006,2006,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,STONE,GD,TA,PCONC,GD,GD,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,227000
5,1779,2,1763,1779,1,6,1955,1974,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,MN,ALQ,REC,GASA,TA,Y,SBRKR,TA,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,ABNORML,170000
9,2364,3,2330,2364,2,11,2009,2010,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,STONE,EX,TA,PCONC,EX,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,611657
8,1787,3,1753,1787,2,7,2001,2002,RL,PAVE,IR2,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,GD,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,275000
7,1779,2,866,866,2,6,1998,1998,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,197900
6,3395,0,1440,1440,2,14,1914,1995,RH,PAVE,REG,BNK,ALLPUB,INSIDE,GTL,FEEDR,NORM,2FMCON,2.5FIN,HIP,COMPSHG,NAN,FA,TA,CBLOCK,TA,FA,NO,LWQ,UNF,GASA,EX,Y,FUSEA,FA,TYP,NAN,NAN,NAN,NAN,NAN,N,WD,ABNORML,200000
7,2019,2,728,1136,1,8,1910,1993,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,RRAN,FEEDR,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,GD,BRKTIL,GD,TA,NO,UNF,UNF,GASA,TA,N,SBRKR,GD,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,167500
5,1144,1,1144,1144,1,6,1956,1956,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,AV,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,129000
7,1479,2,1468,1479,2,6,1999,2000,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,191000
5,912,1,912,912,1,4,1962,1962,RL,PAVE,IR2,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,144000
6,1094,2,1094,1094,1,5,1953,1953,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,STONE,TA,TA,CBLOCK,TA,TA,MN,REC,UNF,GASA,EX,Y,SBRKR,TA,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,155000
7,1530,3,1530,1530,2,7,2004,2004,RL,PAVE,IR3,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,FAMILY,259000
6,1344,2,819,1344,1,7,1958,1958,RL,PAVE,IR1,LVL,NOSEWA,CULDSAC,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,GLQ,REC,GASA,GD,Y,FUSEA,GD,TYP,GD,BASMENT,RFN,TA,TA,Y,COD,ABNORML,137500
7,1626,2,764,764,2,6,2003,2004,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,2STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,BUILTIN,RFN,TA,TA,Y,WD,NORMAL,154000
7,1416,2,696,696,2,6,1999,1999,FV,PAVE,REG,LVL,ALLPUB,FR2,GTL,NORM,NORM,TWNHS,2STORY,HIP,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,155000
5,1121,2,1121,1121,1,5,1963,1963,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,FEEDR,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,TA,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,139000
6,2320,1,1028,1436,2,9,1945,2002,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,2STORY,GAMBREL,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,LWQ,GASA,EX,Y,SBRKR,GD,TYP,TA,DETCHD,UNF,TA,TA,Y,WD,NORMAL,259500
10,4476,3,2396,2411,3,10,1996,1996,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,NAN,GD,TA,PCONC,EX,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,ABNORML,745000
6,1484,2,783,783,2,8,2005,2007,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,RRAN,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,178900
8,1717,3,1709,1717,2,7,2006,2006,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,EX,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,255500
8,1742,2,916,916,1,8,1882,1986,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,ARTERY,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,GD,BRKTIL,TA,TA,NO,BLQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,GD,ATTCHD,UNF,TA,TA,P,WD,NORMAL,168000
4,1374,1,840,840,1,6,1920,1950,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,ARTERY,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,FA,TA,PCONC,TA,TA,NO,ALQ,REC,GASA,EX,Y,SBRKR,TA,TYP,NAN,DETCHD,FIN,TA,TA,Y,WD,NORMAL,105000
3,1163,1,1162,1163,1,6,1955,2005,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,GD,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,FA,TA,Y,WD,NORMAL,126175
7,1744,2,996,1014,2,7,1993,2003,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,RRNE,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,BLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,194500
1,904,0,683,904,0,4,1922,1950,RL,PAVE,IR1,LOW,ALLPUB,INSIDE,SEV,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,FA,FA,BRKTIL,FA,PO,GD,BLQ,UNF,GASA,GD,N,FUSEA,FA,MAJ1,NAN,NAN,NAN,NAN,NAN,Y,WD,NORMAL,61000
6,864,1,864,864,1,4,1959,1959,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,ABNORML,120000
6,848,2,848,848,1,3,2003,2003,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,136500
1,334,0,0,334,1,2,1946,1950,RL,PAVE,REG,LOW,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,FA,FA,SLAB,NAN,NAN,NAN,NAN,NAN,GASA,FA,N,FUSEF,FA,TYP,NAN,NAN,NAN,NAN,NAN,N,WD,NORMAL,39300
3,1699,2,978,1014,2,7,1900,1970,RL,PAVE,IR1,BNK,ALLPUB,CORNER,MOD,ARTERY,ARTERY,2FMCON,2STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,FA,TA,MN,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,CARPORT,UNF,FA,FA,Y,WD,ABNORML,95000
6,1218,2,1218,1218,2,4,2009,2009,FV,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,208300
5,954,2,911,954,1,6,1976,1976,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,AV,ALQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,132500
6,1458,1,912,912,1,6,1948,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,ARTERY,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,ABNORML,97500
7,1661,2,799,827,2,6,1996,1996,RL,PAVE,IR2,LVL,ALLPUB,CULDSAC,GTL,POSN,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,GLQ,ALQ,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,CONLW,NORMAL,212000
6,1686,2,1686,1686,2,7,1980,1980,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,GD,CBLOCK,GD,TA,NO,BLQ,LWQ,GASA,TA,Y,SBRKR,TA,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,207500
6,1004,2,1004,1004,1,5,1970,1970,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,149000
4,1230,1,747,774,1,5,1946,1950,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,MOD,FEEDR,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,ABNORML,121600
7,2094,2,912,912,2,8,2003,2004,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,263000
9,1980,3,1980,1980,2,8,2004,2005,RL,PAVE,REG,LVL,ALLPUB,FR3,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,EX,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,315000
7,2080,1,1276,1276,1,9,1926,2004,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GAMBREL,COMPSHG,NAN,GD,TA,BRKTIL,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,DETCHD,UNF,TA,TA,Y,WD,NORMAL,234000
7,1674,2,814,814,2,7,2000,2000,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,216000
6,2555,2,588,1423,2,11,1922,1994,RL,PAVE,IR1,BNK,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,2.5FIN,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,EX,TA,NO,UNF,UNF,GASA,FA,Y,SBRKR,TA,MIN1,GD,DETCHD,FIN,TA,TA,Y,WD,NORMAL,191000
8,2374,3,1181,1234,2,10,2003,2004,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,285000
6,1004,2,975,1004,1,4,1977,1977,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,DUPLEX,SFOYER,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,GD,TA,GD,GLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,135000
6,1456,2,855,855,2,7,1978,1978,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,2STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,NO,ALQ,UNF,GASA,FA,Y,SBRKR,TA,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,146000
7,1626,2,764,764,2,6,2003,2003,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,2STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,BUILTIN,RFN,TA,TA,Y,WD,NORMAL,175500
7,1804,2,994,1028,2,7,1999,1999,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,TA,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,189000
6,1660,1,715,849,1,6,1934,1995,RL,PAVE,IR1,HLS,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,LWQ,UNF,GASA,FA,Y,FUSEA,TA,TYP,GD,DETCHD,UNF,TA,TA,Y,WD,NORMAL,188700
5,1056,1,1056,1056,1,6,1954,2005,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,BLQ,LWQ,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,139400
