OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,SalePrice,Cluster
3,1605,1,840,840,2,8,1915,1950,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GAMBREL,COMPSHG,NAN,GD,GD,CBLOCK,FA,TA,NO,UNF,UNF,GASA,GD,N,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,107400,0
4,988,1,462,526,1,5,1973,1973,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,SLVL,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,GD,GLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,BUILTIN,UNF,TA,TA,Y,WD,NORMAL,91000,0
4,952,1,952,952,1,4,1956,1956,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,EX,Y,FUSEA,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,135750,0
5,1285,1,672,1072,1,6,1948,2001,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,BLQ,GLQ,GASA,TA,Y,SBRKR,TA,MIN1,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,127000,0
4,1768,0,1768,1768,2,8,1968,1968,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,DUPLEX,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,TA,N,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,Y,WD,NORMAL,136500,0
5,1230,2,440,682,1,5,1910,1981,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,TA,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,110000,0
6,2142,1,896,1182,2,8,1968,1968,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,TA,GD,CBLOCK,GD,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,193500,0
6,1337,2,1237,1337,2,5,1998,1998,RM,PAVE,REG,LVL,ALLPUB,FR2,GTL,NORM,NORM,TWNHSE,1STORY,HIP,COMPSHG,BRKFACE,TA,GD,PCONC,EX,GD,NO,GLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,153500,0
8,1563,3,1563,1563,2,6,2007,2007,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,TA,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,245000,0
5,1065,2,1065,1065,1,6,1960,1960,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKCMN,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,COD,NORMAL,126500,0
7,1474,2,384,804,2,7,1995,1996,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,TA,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,168500,0
8,2417,2,1288,1301,2,9,1991,1992,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,BRKFACE,GD,TA,CBLOCK,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,260000,0
6,1560,2,684,684,2,6,2005,2005,RL,PAVE,IR2,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,174000,0
6,1224,2,612,612,2,4,2009,2009,FV,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,TWNHSE,2STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,DETCHD,RFN,TA,TA,Y,NEW,PARTIAL,164500,0
3,1526,0,1013,1013,1,6,1915,1982,C (ALL),PAVE,IR1,LVL,ALLPUB,CORNER,GTL,FEEDR,FEEDR,1FAM,1.5FIN,HIP,COMPSHG,NAN,FA,FA,CBLOCK,TA,FA,NO,UNF,UNF,GASA,TA,N,SBRKR,FA,TYP,NAN,NAN,NAN,NAN,NAN,N,CONLD,ABNORML,85000,0
4,990,0,990,990,1,5,1994,1995,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,Y,WD,NORMAL,123600,0
4,1040,2,0,1040,1,4,1950,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,SLAB,NAN,NAN,NAN,NAN,NAN,GASA,TA,Y,FUSEA,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,109900,0
5,1235,2,1235,1235,1,6,1961,1961,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKCMN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,ABNORML,98600,0
5,964,2,876,964,1,5,1921,2006,RL,PAVE,IR1,HLS,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,GD,BRKTIL,GD,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,163500,0
6,2291,2,1214,1260,2,9,1910,1998,C (ALL),PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,2FMCON,2.5UNF,HIP,COMPSHG,NAN,TA,TA,BRKTIL,TA,FA,MN,REC,UNF,GASW,EX,N,SBRKR,TA,TYP,GD,DETCHD,UNF,TA,TA,Y,WD,NORMAL,133900,0
6,1786,2,824,905,2,7,1997,1997,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,GD,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,204750,0
6,1470,2,680,680,2,6,1993,1993,RL,PAVE,IR2,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,EX,GD,PCONC,GD,GD,NO,ALQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,TA,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,185000,0
7,1588,2,1588,1588,2,6,1999,1999,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,AV,ALQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,214000,0
4,960,1,960,960,1,6,1965,1965,RL,PAVE,REG,HLS,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,TA,Y,FUSEF,TA,TYP,NAN,ATTCHD,FIN,TA,TA,P,WD,NORMAL,94750,0
5,835,1,458,835,1,5,1920,1950,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,ALQ,UNF,GASA,FA,N,SBRKR,TA,TYP,NAN,BASMENT,UNF,FA,TA,Y,COD,ABNORML,83000,0
4,1225,0,950,1225,1,6,1959,1959,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,FA,Y,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,Y,WD,NORMAL,128950,0
6,1610,2,1610,1610,2,6,1977,2001,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,TA,TA,MN,ALQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,205000,0
6,1732,2,741,977,2,7,1985,1985,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,CBLOCK,GD,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,178000,0
5,1535,2,0,1535,2,8,1979,1979,RL,PAVE,REG,BNK,ALLPUB,INSIDE,GTL,NORM,NORM,DUPLEX,1STORY,GABLE,COMPSHG,NAN,TA,FA,SLAB,NAN,NAN,NAN,NAN,NAN,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,ALLOCA,118964,0
7,1226,3,1226,1226,2,6,2009,2009,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,198900,0
7,1818,1,1040,1226,1,7,1931,1950,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,BRKFACE,TA,FA,PCONC,TA,TA,NO,LWQ,UNF,GASA,EX,Y,FUSEF,TA,TYP,TA,DETCHD,UNF,TA,TA,Y,WD,NORMAL,169500,0
8,1992,2,1053,1053,2,9,2003,2004,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,EX,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,250000,0
4,1047,1,641,1047,1,6,1885,1995,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,MANSARD,COMPSHG,NAN,TA,TA,BRKTIL,FA,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,FA,FA,N,WD,NORMAL,100000,0
5,789,1,789,789,1,5,1948,1950,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,BLQ,GASA,EX,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,PARTIAL,115000,0
5,1517,0,793,997,2,7,1919,2005,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,ARTERY,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASW,TA,N,FUSEF,FA,TYP,NAN,NAN,NAN,NAN,NAN,N,WD,NORMAL,115000,0
6,1844,2,1844,1844,2,7,1977,1977,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,GD,TA,NO,BLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,TA,ATTCHD,RFN,TA,TA,Y,COD,NORMAL,190000,0
6,1855,1,994,1216,2,7,1954,1972,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,FA,NO,REC,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,136900,0
7,1430,2,384,774,2,7,2000,2000,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,TA,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,180000,0
7,2696,3,1264,1282,2,10,2007,2007,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,EX,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,GD,BUILTIN,FIN,TA,TA,Y,NEW,PARTIAL,383970,0
6,2259,2,1809,2259,2,7,1953,1953,RL,PAVE,REG,BNK,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,TA,GD,CBLOCK,GD,TA,MN,ALQ,REC,GASA,TA,Y,SBRKR,GD,TYP,GD,BASMENT,UNF,TA,TA,Y,COD,ABNORML,217000,0
6,2320,1,1028,1436,2,9,1945,2002,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,2STORY,GAMBREL,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,LWQ,GASA,EX,Y,SBRKR,GD,TYP,TA,DETCHD,UNF,TA,TA,Y,WD,NORMAL,259500,0
6,1458,2,729,729,2,5,1999,1999,FV,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,TWNHSE,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,FA,DETCHD,UNF,TA,TA,Y,WD,NORMAL,176000,0
5,1092,1,1092,1092,1,6,1962,1962,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,LWQ,BLQ,GASA,TA,Y,SBRKR,TA,TYP,PO,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,139000,0
5,1125,2,1125,1125,1,5,2006,2007,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,NEW,PARTIAL,155000,0
7,3222,3,1673,1699,3,11,1990,1990,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,NAN,TA,TA,PCONC,GD,TA,MN,GLQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,320000,0
6,1456,2,728,728,2,8,2005,2006,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,163990,0
6,988,2,938,988,1,4,1969,1969,RL,PAVE,IR1,LOW,ALLPUB,CULDSAC,SEV,NORM,NORM,1FAM,SLVL,FLAT,METAL,NAN,TA,TA,CBLOCK,TA,TA,GD,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,180000,0
4,1123,1,732,772,1,4,1939,1950,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,PCONC,TA,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,P,WD,NORMAL,100000,0
6,1080,1,1080,1080,1,5,1958,1958,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,TA,GD,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,136000,0
6,1199,2,1199,1199,2,5,1993,1993,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,153900,0
6,1586,2,1362,1586,2,7,1979,1998,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,GD,CBLOCK,GD,FA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,181000,0
6,754,0,520,520,1,5,1935,1982,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,2FMCON,1.5FIN,GABLE,COMPSHG,NAN,TA,FA,CBLOCK,TA,TA,AV,GLQ,UNF,GASA,GD,N,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,N,WD,NORMAL,84500,0
6,958,2,1078,958,2,5,1976,1976,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,128000,0
5,840,0,672,840,1,5,1930,1950,RM,PAVE,IR1,BNK,ALLPUB,INSIDE,GTL,FEEDR,NORM,1FAM,1.5UNF,GABLE,COMPSHG,NAN,TA,GD,BRKTIL,TA,TA,NO,LWQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,TA,NAN,NAN,NAN,NAN,N,WD,NORMAL,87000,0
6,1348,2,660,660,1,6,1966,1966,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,POSN,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,FA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,155000,0
5,1053,2,1008,1053,1,6,1958,1991,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,REC,BLQ,GASA,TA,Y,FUSEA,EX,TYP,NAN,2TYPES,RFN,TA,TA,Y,WD,ABNORML,150000,0
7,2157,2,924,1216,2,8,1966,1966,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,226000,0
6,2054,2,992,1022,2,7,2000,2000,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,BUILTIN,RFN,TA,TA,Y,WD,NORMAL,244000,0
5,1327,2,1063,1327,1,7,1959,2002,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,GD,Y,SBRKR,GD,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,150750,0
8,1296,2,1267,1296,2,6,2001,2002,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,EX,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,220000,0
5,1721,2,1461,1721,2,7,1968,1993,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,GD,Y,SBRKR,TA,MIN1,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,180000,0
7,1682,2,1304,1682,2,7,1970,1970,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,PCONC,TA,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,174000,0
5,1214,1,1214,1214,2,5,1967,1967,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,FA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,143000,0
7,1959,3,1907,1959,3,9,1988,1989,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,DUPLEX,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,2TYPES,UNF,TA,TA,Y,WD,FAMILY,171000,0
8,1852,3,1004,1004,2,7,1999,2000,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,MN,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,230000,0
6,1764,2,928,928,2,7,1997,1997,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,231500,0
4,864,0,864,864,1,5,1971,1971,RL,PAVE,REG,LVL,ALLPUB,FR2,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,PO,NAN,NAN,NAN,NAN,Y,CONLI,NORMAL,115000,0
7,1734,2,1734,1734,2,7,2005,2005,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,260000,0
5,1385,2,910,910,2,6,1952,1952,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,ARTERY,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,FA,CBLOCK,TA,TA,NO,REC,UNF,GASA,FA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,166000,0
7,1501,2,1490,1501,2,6,1999,1999,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,204000,0
5,1728,2,1728,1728,2,10,1963,1963,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,RRAE,NORM,DUPLEX,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,CONLI,ABNORML,125000,0
6,1709,2,970,970,2,7,2004,2006,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,2STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,MAJ1,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,130000,0
5,875,1,715,875,1,5,1931,1993,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,BLQ,UNF,GASA,TA,Y,FUSEA,TA,TYP,NAN,DETCHD,UNF,FA,TA,Y,WD,NORMAL,105000,0
7,2035,2,884,884,2,8,2001,2001,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,BUILTIN,FIN,TA,TA,Y,WD,NORMAL,222500,0
7,1080,0,1080,1080,1,6,2004,2005,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,NAN,NAN,NAN,NAN,Y,WD,NORMAL,141000,0
5,1344,1,896,896,1,7,1936,1950,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,GD,TA,NO,UNF,UNF,GASA,GD,Y,FUSEA,TA,TYP,NAN,DETCHD,UNF,FA,TA,Y,WD,NORMAL,115000,0
